"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","Days","QuickSpecies","Identifier","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","X.Cover","X.Leaf","X.Green","X.Seeds","X.Forbs","Average.Height","SD.Height","CV.Height","Average.Hits.Pin","Average.Leaves.Pin","Sp.Diversity","Distance.from.mob","Closest.mob.size","Approximate.density","Cattle.density","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Random.NDVI"
"7/14/21","4","DSCN8604","1","1109","0.503070312","36.87231695","SH","","part","no wind","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Enteropogon macrostachyus","Microchloa kunthii","Pennisetum stramineum","open grassland","","","59","","","","","","","","","","","","Illegal","533.81356392","42","SH","SH37","2021","7","14","11","9","Goat","","","4","263099.718","55942","OG","MB","OG","24.6567655132509","37.3332368294117","0.3104","0.1332","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","","","","1.43239448782706","","","","","","","0.259546678750007"
"7/14/21","4","DSCN8604","2","1113","0.500022765","36.87014118","ZC","","part","no wind","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Microchloa kunthii","Enteropogon macrostachyus","Pennisetum stramineum","light","","","60","","","","","","","","","","","","","685.25956212","42","Camel","CM54","2021","7","14","11","13","Goat","","","4","262857.3397","55605","MB","MB","MB","20.5500804646877","28.9775621355771","0.3274","0.1331","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","","4.21760599193523","","","","","","","0.259546678750007"
"7/14/21","4","DSCN8604","2","1113","0.500022765","36.87014118","SH","","part","no wind","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Microchloa kunthii","Enteropogon macrostachyus","Pennisetum stramineum","light","","","80","","","","","","","","","","","","","685.25956212","42","SH","SH38","2021","7","14","11","13","Goat","","","4","262857.3397","55605","MB","MB","MB","20.5500804646877","28.9775621355771","0.3274","0.1331","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","","4.21760599193523","","","","","","","0.259546678750007"
"7/14/21","4","DSCN8604","3","1117","0.497852187","36.86791158","ZC","","part","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","light","","","150","","","","","","","","","","","","","436.91108748","42","Camel","CM55","2021","7","14","11","17","Goat","","","4","262609","55365","OG","OG","OG","18.4025946133607","28.4190833345106","0.3274","0.1331","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","","4.21760599193523","","","","","","","0.259546678750007"
"7/14/21","4","DSCN8604","3","1117","0.497852187","36.86791158","SH","","part","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","light","","","150","","","","","","","","","","","","Illegal","436.91108748","42","SH","SH39","2021","7","14","11","17","Goat","","","4","262609","55365","OG","OG","OG","18.4025946133607","28.4190833345106","0.3274","0.1331","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","","4.21760599193523","","","","","","","0.259546678750007"
"7/14/21","3","DSCN8609","2","1159","0.522087015","36.86899162","CC","","part","light","no rain","Grazing","hoof","brown with some green","Cynodon nlemfuensis","Eragrostis tenuifolia","Enteropogon macrostachyus","Microchloa kunthii","light","10","","","","","","","","","","","","","","Illegal","32.36138976","42","Cattle","CT167","2021","7","14","11","59","","","","4","262730.1532","58045.5","MB","MB","MB","460.162553159068","464.44607308037","0.3523","0.1671","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","","","0","0","","","","","","","0.259546678750007"
"6/3/21","2","DSCN2513","1","1020","0.468911959","36.85907079","PZ","0","full","light","no rain","Standing","hock","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum mezzianum","Enteropogon macrostachyus","light","1454","1477","12","1","","","","","","1","","","","","","599.46431454","1","PZ","PZ1","2021","6","3","10","20","","","","4","261623.5766","52164.31139","MB","LB","MB","19.9993742351126","22.8521121526417","0.2984","0.1452","0.777777777777778","0.619047619047619","0.533333333333333","0.0357142857142857","0.2","11.0740740740741","20.8122115150733","1.87936358162869","38.4761904761905","3.71428571428571","","","","32.4676083907466","0","213.213829602699","14","","","213.213829602699","14","0.358402214375"
"6/3/21","2","DSCN2513","2","1025","0.47077494","36.85956264","GZ","0","full","light","no rain","Walking","hock","green with some brown","Chloris roxburghiana","Cynodon plectostachyus","Enteropogon macrostachyus","Cynodon nlemfuensis","light","1478","1527","14","1","","5","1","","","3","1","2","","","Outside study area","430.520515572","1","GZ","GZ1","2021","6","3","10","25","Elephant","","","4","261678.4078","52370.35429","OG","OG","OG","43.4003469869704","44.3039215075951","0.2984","0.1452","1","0.724137931034483","0.541095890410959","0.00689655172413793","0.00684931506849315","18.7083333333333","12.1386166630615","0.648834743682573","49.5833333333333","2.91666666666667","","","","41.6985950900766","0","154.253226643372","23","","","154.253226643372","23","0.358402214375"
"6/3/21","2","DSCN2513","3","1046","0.472146249","36.85981476","PZ","1","full","light","","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Digitaria macroblefara","Pennisetum stramineum","Pennisetum mezzianum","light","1528","1566","23","2","","1","4","","","1","1","2","","","","352.992626616","1","PZ","PZ2","2021","6","3","10","46","Impala","","","4","261706.5274","52522.02283","MB","MB","LB","72.6741646569737","83.5203762494535","0.2984","0.1452","1","0.724137931034483","0.541095890410959","0.00689655172413793","0.00684931506849315","18.7083333333333","12.1386166630615","0.648834743682573","49.5833333333333","2.91666666666667","","","","41.6985950900766","0","154.253226643372","14","","","154.253226643372","14","0.358402214375"
"6/3/21","2","DSCN2513","3","1046","0.472146249","36.85981476","GZ","1","full","light","","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Digitaria macroblefara","Pennisetum stramineum","Pennisetum mezzianum","light","1567","1566","3","","2","","","","","","","","","","","352.992626616","1","GZ","GZ2","2021","6","3","10","46","Impala","","","4","261706.5274","52522.02283","MB","MB","LB","72.6741646569737","83.5203762494535","0.2984","0.1452","1","0.724137931034483","0.541095890410959","0.00689655172413793","0.00684931506849315","18.7083333333333","12.1386166630615","0.648834743682573","49.5833333333333","2.91666666666667","","","","41.6985950900766","0","154.253226643372","14","","","336.719788088137","33","0.358402214375"
"6/3/21","2","DSCN2514","1","1055","0.476648303","36.85996747","PZ","1","full","light","no rain","Grazing","hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","light","1567","1602","10","1","","2","3","","","1","1","1","1","","","300.838421436","1","PZ","PZ3","2021","6","3","10","55","Impala","","","4","261723.687","53019.97871","OG","OG","OG","229.186159044429","229.586876354189","0.2923","0.1382","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","41.6985950900766","0","242.934639518706","12","","","371.002261964959","17","0.358402214375"
"6/3/21","2","DSCN2514","1","1055","0.476648303","36.85996747","GZ","1","full","light","no rain","Grazing","hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","light","1567","1602","7","1","","1","1","","11","1","1","","","","","300.838421436","1","GZ","GZ3","2021","6","3","10","55","Impala","","","4","261723.687","53019.97871","OG","OG","OG","229.186159044429","229.586876354189","0.2923","0.1382","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","41.6985950900766","0","242.934639518706","12","","","242.934639518706","12","0.358402214375"
"6/3/21","2","DSCN2514","2","1103","0.478243289","36.8614674","PZ","0","full","light","no rain","Grazing","hock","brown with some green","Cynodon nlemfuensis","Cynodon plectostachyus","Enteropogon macrostachyus","Enteropogon macrostachyus","light","1603","1624","12","2","2","","7","","","","1","3","2","","","145.567621752","1","PZ","PZ4","2021","6","3","11","3","Giraffe","","","4","261890.7577","53196.34373","OG","LB","LB","202.479284196006","221.24888990689","0.3192","0.143","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","37.8788764558711","0","131.171934820615","17","","","131.171934820615","17","0.358402214375"
"6/3/21","2","DSCN2514","3","1116","0.470072435","36.86202857","PZ","0","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","open grassland","1625","1697","33","3","","8","10","1","","1","3","4","3","","Photos up to 1741, see sheet for additional info","304.298388156","1","PZ","PZ5","2021","6","3","11","16","Eland"," Giraffe","","4","261952.9627","52292.56726","OG","OG","OG","28.9682187112537","52.7192890097659","0.2911","0.1421","1","0.724137931034483","0.541095890410959","0.00689655172413793","0.00684931506849315","18.7083333333333","12.1386166630615","0.648834743682573","49.5833333333333","2.91666666666667","","","","41.6985950900766","0","285.361551632732","14","","","285.361551632732","14","0.358402214375"
"6/3/21","2","DSCN2515","1","1126","0.478855584","36.86247627","GZ","0","full","light","no rain","Grazing","hoof","green","Digitaria macroblefara","Pennisetum mezzianum","Pennisetum stramineum","Microchloa kunthii","medium","1698","1787","17","1","2","2","4","2","","1","1","2","2","","","47.241364548","1","GZ","GZ4","2021","6","3","11","26","","","","4","262003.1154","53264.0329","OG","LB","LB","281.769337655652","288.5249197138","0.3192","0.143","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","37.8788764558711","0","131.171934820615","12","","","131.171934820615","12","0.358402214375"
"6/3/21","2","DSCN2515","3","1148","0.50163067","36.85006329","GZ","0","full","light","no rain","Standing","hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","Microchloa kunthii","medium","1817","1820","1","1","","","","","","","","","","","","307.880300868","1","GZ","GZ6","2021","6","3","11","48","Elephant","","","4","260621.7528","55783.58058","LB","MB","LB","25.031956785772","26.832113661085","0.4091","0.1913","0.92","0.839506172839506","0.505882352941176","0.0123456790123457","0.0470588235294118","6.8","5.3619026473818","0.788515095203207","22.1739130434783","2.26666666666667","","","","1.90985931710274","0","69.7590687438946","5","","","2374.716970226","36","0.358402214375"
"6/3/21","2","DSCN2516","1","1158","0.497019943","36.83998142","GZ","0","full","light","no rain","Grazing","hock","green with some brown","Cenchrus ciliaris","Enteropogon macrostachyus","Chloris roxburghiana","Cynodon plectostachyus","light","1821","1891","20","1","","10","","4","4","1","","","","","","445.156486908","1","GZ","GZ7","2021","6","3","11","58","Impala","","","4","259498.9704","55273.96455","MB","LB","LB","357.435648568215","363.110837628944","0.4241","0.205","0.72","0.73469387755102","0.122448979591837","0","0","4.56","3.96946679878629","0.870497104996993","18.1111111111111","2","","","","6.36619772367581","0","1233.02425595879","1","","","1827.10143235851","36","0.358402214375"
"6/3/21","2","DSCN2516","2","1302","0.47880626","36.84758671","PZ","0","full","light","no rain","Grazing","hock","green with some brown","Cynodon nlemfuensis","Pennisetum mezzianum","Enteropogon macrostachyus","Cynodon plectostachyus","light","1892","1959","20","3","1","4","6","3","1","","2","3","","1","","231.927343284","1","PZ","PZ6","2021","6","3","13","2","Elephant","","","4","260345.1697","53259.0992","OG","OG","OG","688.716588052853","695.018159858725","0.3416","0.1565","0.52","0.594594594594595","0.289473684210526","0.0540540540540541","0.0263157894736842","5.4","7.8049129826454","1.44535425604544","26.6153846153846","1.375","","","","22.2816920328653","0","461.416371124733","36","","","461.416371124733","8","0.358402214375"
"6/3/21","2","DSCN2516","3","1314","0.481024214","36.8440771","PZ","1","full","light","no rain","Drinking","hoof","green with some brown","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","light","1960","2003","36","","","","","","","","","","","","","2.563764","1","PZ","PZ7","2021","6","3","13","14","Impala","","","4","259954.4523","53504.54773","MB","MB","MB","329.813035753866","332.061854508977","0.3761","0.1225","0.72","0.777777777777778","0.48936170212766","0.0444444444444444","0.0425531914893617","4.8","4.76095228569523","0.99186505951984","18.5555555555556","1.59090909090909","","","","24.1915513499681","0","461.416371124733","20","","","574.069069180961","4","0.358402214375"
"6/3/21","2","DSCN2516","3","1314","0.481024214","36.8440771","GZ","1","full","light","no rain","Drinking","hoof","green with some brown","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","light","1960","2003","8","","8","","","","","","","","","","","2.563764","1","GZ","GZ8","2021","6","3","13","14","Impala","","","4","259954.4523","53504.54773","MB","MB","MB","329.813035753866","332.061854508977","0.3761","0.1225","0.72","0.777777777777778","0.48936170212766","0.0444444444444444","0.0425531914893617","4.8","4.76095228569523","0.99186505951984","18.5555555555556","1.59090909090909","","","","24.1915513499681","0","461.416371124733","20","","","461.416371124733","20","0.358402214375"
"6/3/21","2","DSCN2517","1","1322","0.483220847","36.8394061","GZ","0","full","light","no rain","Grazing","belly","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Cynodon nlemfuensis","Cynodon dactylon","light","2004","2017","4","","4","","","","","","","","","","","183.360735684","1","GZ","GZ9","2021","6","3","13","22","Giraffe","","","4","259434.4123","53747.68081","MB","MB","MB","20.2297050675729","23.0506888120955","0.2851","0.1003","0.8","0.623188405797101","0.397260273972603","0.072463768115942","0.0547945205479452","10","9.50876788373061","0.950876788373061","32.3","1.53571428571429","","","","15.9154943091895","0","364.23087234634","2","","","574.069069180961","36","0.358402214375"
"6/3/21","2","DSCN2517","2","1328","0.48578593","36.83735492","GZ","0","full","light","no rain","Grazing","belly","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Themeda triandra","light","2018","2022","2","","","","1","","","","1","","","","","541.162537692","1","GZ","GZ10","2021","6","3","13","28","","","","4","259206.1041","54031.47562","LB","LB","MB","27.6007157206407","29.5487836773702","0.3383","0.1893","0.76","0.683333333333333","0.215384615384615","0","0.0769230769230769","10.12","14.9201206429439","1.47432022163477","33.4736842105263","1.95238095238095","","","","15.9154943091895","0","364.23087234634","4","","","915.247523735029","36","0.358402214375"
"6/3/21","2","DSCN2517","3","1345","0.501811998","36.85066333","GZ","0","full","light","no rain","Drinking","hock","green with some brown","Cynodon plectostachyus","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","medium","2023","2044","5","","","3","","1","","1","","","","","","376.432006188","1","GZ","GZ11","2021","6","3","13","45","","","","4","260688.5731","55803.61493","MB","MB","MB","20.4396012424383","22.4946240730029","0.456","0.2126","0.92","0.839506172839506","0.505882352941176","0.0123456790123457","0.0470588235294118","6.8","5.3619026473818","0.788515095203207","22.1739130434783","2.26666666666667","","","","1.90985931710274","0","69.7590687438946","1","","","2413.42978748264","36","0.358402214375"
"6/3/21","2","DSCN2518","1","1404","0.474282615","36.84896837","GZ","0","full","light","no rain","Walking","hock","green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum mezzianum","Pennisetum stramineum","light","2045","2048","6","1","5","","","","","","","","","","","117.285403452","1","GZ","GZ12","2021","6","3","14","4","","","","4","260498.8606","52758.69778","OG","OG","OG","312.32875955031","325.043333123164","0.3138","0.1474","0.52","0.594594594594595","0.289473684210526","0.0540540540540541","0.0263157894736842","5.4","7.8049129826454","1.44535425604544","26.6153846153846","1.375","","","","22.2816920328653","0","523.471559763113","20","","","523.471559763113","20","0.358402214375"
"6/4/21","1","DSCN2507","1","1025","0.452792203","36.83933094","PZ","0","full","light","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","","thick","2053","2071","6","1","","","1","3","","","1","","","","","291.427958472","2","PZ","PZ8","2021","6","4","10","25","Giraffe","","","3","259425","50382","OG","OG","OG","22.0764490643156","22.2918942353919","0.3484","0.2022","0.68","0.45","0.175","0.15","0","7.28","13.3651287560826","1.83586933462673","26.1176470588235","1.28571428571429","","","","5.72957795130823","0","417.561551611306","12","","","1450.05728739504","1","0.35599110375"
"6/4/21","1","DSCN2507","2","1045","0.477839068","36.82977621","GZ","0","full","light","no rain","Grazing","belly","brown with some green","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Chloris roxburghiana","medium","2072","2126","10","","","1","","3","","6","","","","","","344.42330118","2","GZ","GZ13","2021","6","4","10","45","Cattle","","","4","258361.9264","53152.74738","MB","MB","MB","117.944744756251","120.251156643809","0.3783","0.169","0.88","0.840579710144927","0.267605633802817","0.0289855072463768","0.028169014084507","8.12","7.75843626856168","0.955472446867203","24.9090909090909","2.23076923076923","","","","8.27605704077856","0","753.874465408604","8","","","753.874465408604","8","0.35599110375"
"6/4/21","1","DSCN2507","3","1102","0.482575779","36.83464424","GZ","1","full","light","no rain","Walking","hock","brown with some green","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","light","2127","2184","8","1","7","","","","","","","","","","","553.46202828","2","GZ","GZ14","2021","6","4","11","2","","","","4","258904.1532","53676.5","OG","OG","OG","24.9702117380258","29.3251126980282","0.3306","0.1786","0.88","0.840579710144927","0.267605633802817","0.0289855072463768","0.028169014084507","8.12","7.75843626856168","0.955472446867203","24.9090909090909","2.23076923076923","","","","10.1859163578813","0","753.874465408604","10","","","1436.94176082159","8","0.35599110375"
"6/4/21","1","DSCN2507","3","1102","0.482575779","36.83464424","PZ","1","full","light","no rain","Walking","hock","brown with some green","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","light","2127","2202","8","1","1","1","2","1","","","","2","","","","553.46202828","2","PZ","PZ9","2021","6","4","11","2","","","","4","258904.1532","53676.5","OG","OG","OG","24.9702117380258","29.3251126980282","0.3306","0.1786","0.88","0.840579710144927","0.267605633802817","0.0289855072463768","0.028169014084507","8.12","7.75843626856168","0.955472446867203","24.9090909090909","2.23076923076923","","","","10.1859163578813","0","753.874465408604","10","","","753.874465408604","10","0.35599110375"
"6/4/21","1","DSCN2509","1","1119","0.482913156","36.84354778","GZ","0","full","light","no rain","Walking","","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Cenchrus ciliaris","light","2203","2256","6","","6","","","","","","","","","","","38.184255144","2","GZ","GZ15","2021","6","4","11","19","Elephant","","","4","259895.5788","53713.5","MB","MB","MB","244.062955199254","270.634467099262","0.3761","0.1225","0.708333333333333","0.646341463414634","0.477777777777778","0.0731707317073171","0.0888888888888889","14.5416666666667","15.4525336790265","1.06263841918807","51.6470588235294","1.96296296296296","","","","7.63943726841098","0","472.222582432539","2","","","992.115779702821","8","0.35599110375"
"6/4/21","1","DSCN2509","2","1128","0.470724828","36.84041488","PZ","0","full","no wind","no rain","Walking","belly","brown with some green","Enteropogon macrostachyus","Cynodon plectostachyus","Cenchrus ciliaris","Pennisetum mezzianum","medium","2257","2260","1","","1","","","","","","","","","","","373.755213636","2","PZ","PZ10","2021","6","4","11","28","Impala","","","4","259546.3038","52365.47296","OG","OG","OG","47.8425204415178","54.7043409496518","0.2979","0.1387","0.833333333333333","0.689189189189189","0.258278145695364","0.0202702702702703","0.0198675496688742","33.25","22.0853089080777","0.664219816784293","94.9","3","","","","9.86760647169751","0","155.238201024732","7","","","155.238201024732","3","0.35599110375"
"6/4/21","1","DSCN2509","3","1138","0.47000135","36.83922024","PZ","1","full","light","no rain","Grazing","belly","green with some brown","Enteropogon macrostachyus","Pennisetum mezzianum","Cenchrus ciliaris","Chloris roxburghiana","medium","2261","2293","7","","","","","","","","","","","","","510.338514588","2","PZ","PZ11","2021","6","4","11","38","Impala","","","4","259413.2556","52285.49124","LB","MB","LB","35.3065331410457","54.8993389304389","0.2926","0.131","0.833333333333333","0.689189189189189","0.258278145695364","0.0202702702702703","0.0198675496688742","33.25","22.0853089080777","0.664219816784293","94.9","3","","","","9.23098669932993","0","155.238201024732","1","","","270.941997556734","3","0.35599110375"
"6/4/21","1","DSCN2509","3","1138","0.47000135","36.83922024","GZ","1","full","light","no rain","Grazing","belly","green with some brown","Enteropogon macrostachyus","Pennisetum mezzianum","Cenchrus ciliaris","Chloris roxburghiana","medium","2261","2293","3","","2","","","","1","","","","","","","510.338514588","2","GZ","GZ16","2021","6","4","11","38","Impala","","","4","259413.2556","52285.49124","LB","MB","LB","35.3065331410457","54.8993389304389","0.2926","0.131","0.833333333333333","0.689189189189189","0.258278145695364","0.0202702702702703","0.0198675496688742","33.25","22.0853089080777","0.664219816784293","94.9","3","","","","9.23098669932993","0","155.238201024732","1","","","155.238201024732","1","0.35599110375"
"6/4/21","1","DSCN2510","1","1148","0.469732218","36.83658387","PZ","0","full","light","no rain","Walking","belly","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Chloris roxburghiana","medium","2294","2330","8","1","","1","3","","","","","1","2","","Soing'ash Dam Area ","777.213305232","2","PZ","PZ12","2021","6","4","11","48","","","","4","259119.6837","52255.81417","MB","MB","MB","255.736423858986","256.938168932884","0.2917","0.1298","0.833333333333333","0.689189189189189","0.258278145695364","0.0202702702702703","0.0198675496688742","33.25","22.0853089080777","0.664219816784293","94.9","3","","","","9.23098669932993","0","295.068109007736","7","","","295.068109007736","3","0.35599110375"
"6/4/21","1","DSCN2510","2","1203","0.450930767","36.84259335","PZ","0","full","no wind","no rain","Walking","belly","brown with some green","Themeda triandra","Pennisetum mezzianum","Cynodon plectostachyus","","thick","2331","2348","12","1","4","","1","","","","","","","1","","127.20393756","2","PZ","PZ13","2021","6","4","12","3","Elephant"," Oryx","","3","259788.2102","50176","OG","OG","OG","17.9874412050981","26.2945585719795","0.3515","0.1999","0.8","0.605263157894737","0.302631578947368","0","0","16.76","14.3186358754364","0.854333882782599","49.5","2.09090909090909","","","","5.72957795130823","0","417.561551611306","6","","","1426.72395913636","1","0.35599110375"
"6/4/21","1","DSCN2510","3","1215","0.466200303","36.84099728","PZ","0","full","light","no rain","Standing","hock","green with some brown","Pennisetum mezzianum","Cynodon nlemfuensis","Enteropogon macrostachyus","Cenchrus ciliaris","medium","2349","2377","7","1","","1","2","1","","","","1","","1","","296.608322304","2","PZ","PZ14","2021","6","4","12","15","","","","4","259611","51865","LB","MB","MB","295.313467202987","295.492899241447","0.2533","0.1197","0.68","0.531914893617021","0.5","0","0.06","14.28","14.3745144845545","1.00661866138337","53.7647058823529","2.94117647058824","","","","17.1887338539247","0","246.22143897313","3","","","246.22143897313","3","0.35599110375"
"7/8/21","4","DSCN4696","1","1006","0.472043949","36.86584428","PZ","0","no sun","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cenchrus ciliaris","Pennisetum stramineum","","medium","2376","2396","5","1","","2","1","","","","","1","","","Daraboi Area","330.375992352","36","PZ","PZ141","2021","7","8","10","6","","","","3","262377.9045","52510.5","OG","OG","OG","307.392604743319","315.572623747651","0.2981","0.1342","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","1621.48219614636","41","1.59154943091895","5.0133807073947","1351.02645040638","8","","","2510.94970453816","4","0.274013342500006"
"6/4/21","1","DSCN2511","1","1221","0.468424706","36.84108245","GZ","0","full","light","no rain","Grazing","belly","green with some brown","Pennisetum mezzianum","Pennisetum stramineum","Themeda triandra","Chloris roxburghiana","medium","2378","2393","3","","3","","","","","","","","","","Soing'ash Dam Area ","325.509633876","2","GZ","GZ17","2021","6","4","12","21","","","","4","259620.5594","52111.0358","LB","MB","LB","195.538704811616","197.78127229024","0.2909","0.134","0.833333333333333","0.689189189189189","0.258278145695364","0.0202702702702703","0.0198675496688742","33.25","22.0853089080777","0.664219816784293","94.9","3","","","","12.7323954473516","0","246.22143897313","7","","","246.22143897313","7","0.35599110375"
"6/4/21","1","DSCN2511","2","1227","0.47868424","36.84296581","GZ","0","full","medium","no rain","Standing","hoof","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","","Microchloa kunthii","light","2394","2402","2","","1","","","","1","","","","","","Soing'ash Dam Area ","164.358674256","2","GZ","GZ18","2021","6","4","12","27","Impala","","","3","259830.6283","53245.76546","MB","MB","MB","321.192056809273","322.39984237853","0.3352","0.1543","0.8","0.82051282051282","0.275","0.0256410256410256","0.025","2.84","2.05507501890645","0.723617964403679","11.1","1.52380952380952","","","","3.18309886183791","0","472.222582432539","6","","","858.401542228502","1","0.35599110375"
"7/8/21","4","DSCN4698","3","1045","0.484216661","36.87792511","PZ","0","no sun","light","no rain","Standing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","","","medium","2397","2410","3","1","","","1","","","","","","","1","Uhur-Nwth Exclosure","439.470058356","36","PZ","PZ142","2021","7","8","10","45","","","","2","263723.5034","53856.46382","OG","OG","OG","110.221353057543","115.786628253541","0.2537","0.1497","0.84","0.734375","0.292307692307692","0","0.0153846153846154","8.04","6.64880941723153","0.826966345426807","25.3333333333333","1.80769230769231","","0","19","2.86478897565412","10.4246487725191","575.057714696006","6","","","2023.68702072615","4","0.274013342500006"
"6/4/21","1","DSCN2511","3","1234","0.473806177","36.84896161","PZ","0","full","light","no rain","Walking","hock","brown with some green","Cynodon nlemfuensis","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","light","2403","2403","1","","1","","","","","","","","","","Rongai Area","117.809191584","2","PZ","PZ15","2021","6","4","12","34","","","","4","260498.091","52706","OG","OG","OG","289.056156743496","301.670430101352","0.3138","0.1474","0.888888888888889","0.661157024793388","0.56","0.0247933884297521","0.193333333333333","10.2592592592593","10.9248925099186","1.06488121937835","35.5833333333333","2.42424242424242","","","","6.6845076098596","0","857.914366350648","18","","","858.401542228502","2","0.35599110375"
"6/4/21","1","DSCN2512","1","1244","0.466227576","36.8506015","PZ","0","full","light","no rain","Standing","hoof","","Cenchrus ciliaris","Pennisetum mezzianum","Digitaria macroblefara","Chloris roxburghiana","medium","2404","2459","18","1","","1","1","1","","","","1","","","Rongai Area","61.966510284","2","PZ","PZ16","2021","6","4","12","44","Impala","","","4","260680.4337","51867.68729","OG","OG","OG","96.5314510514862","105.342724263649","0.2791","0.1426","0.56","0.666666666666667","0.4","0.0303030303030303","0.175","5.56","9.54410813015025","1.71656621045868","25.5714285714286","1.83333333333333","","","","14.0056349920868","0","489.406502493819","14","","","495.682186010723","1","0.35599110375"
